State,District,Subdistrict,City,City_Regiotype,Pincode,Locality,Sublocality,Sublocality_ID,Competition_Store,Key_Categories,Key_Brands
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Ashok Vatika,Ashok Vatika,287,Competition1,BTL Fashion & Active Sports,BLACKBERRYS
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380015,Satellite,Premchand Nagar,182,Competition2,Personal Accessories,BLACKBERRYS
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Thaltej,Shangrila,233,Competition4,Mens  Formals,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Vastrapur,Vastrapur,426,Competition5,BTL Fashion & Active Sports,BLACKBERRYS
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Thaltej,PRL Colony,185,Competition4,Mens  Formals,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Ashok Vatika,Ashok Vatika,287,Competition2,E-Com Brands,ALLEN SOLLY
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Thaltej,PRL Colony,185,Competition5,Mens  Formals,ALLEN SOLLY
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Mem Nagar,Nilmani Society,147,Competition4,Personal Accessories,VAN HEUSEN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Thaltej,Shangrila,233,Competition4,Mens  Formals,VAN HEUSEN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Bodakdev,Bodakdev,293,Competition3,E-Com Brands,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Bodakdev,Sumeru,251,Competition2,E-Com Brands,ALLEN SOLLY
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Thaltej,Shangrila,233,Competition5,Mens  Formals,MEXX
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Bodakdev,Bodakdev,293,Competition3,BTL Fashion & Active Sports,PIERRE CARDIN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Thaltej,Jai Ambe Nagar,93,Competition4,BTL Fashion & Active Sports,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Thaltej,Shangrila,233,Competition4,Mens  Formals,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Thaltej,Someshwar Park III,245,Competition5,Personal Accessories,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Bodakdev,Bodakdev,293,Competition1,Personal Accessories,VAN HEUSEN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Nirant Park Society Part 2,149,Competition5,BTL Fashion & Active Sports,MEXX
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Gurukul,Sunrise Park,254,Competition2,BTL Fashion & Active Sports,VAN HEUSEN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Ashok Vatika,Ashok Vatika,287,Competition1,Personal Accessories,VAN HEUSEN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380063,Thaltej,Someshwar Park III,245,Competition2,Personal Accessories,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Bodakdev,Bodakdev,293,Competition2,E-Com Brands,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380051,Vikram Nagar,Vikram Nagar,430,Competition4,E-Com Brands,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380052,Mem Nagar,Mem Nagar,348,Competition3,Mens  Formals,PIERRE CARDIN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Satellite,Premchand Nagar,182,Competition5,Mens  Formals,VAN HEUSEN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Gurukul,Sunrise Park,254,Competition3,BTL Fashion & Active Sports,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380059,Thaltej,Panchamrut Bunglows II,155,Competition1,Personal Accessories,VAN HEUSEN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Gurukul,Sunrise Park,254,Competition1,Mens  Formals,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Thaltej,Shangrila,233,Competition3,BTL Fashion & Active Sports,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380051,Satellite,Premchand Nagar,182,Competition3,BTL Fashion & Active Sports,MEXX
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Gurukul,Sunrise Park,254,Competition2,Mens  Formals,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Bodakdev,Bodakdev,293,Competition2,Mens  Formals,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Bodakdev,Bodakdev,293,Competition1,E-Com Brands,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Nirant Park Society Part 1,148,Competition3,Personal Accessories,VAN HEUSEN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Vikram Nagar,Vikram Nagar,430,Competition4,BTL Fashion & Active Sports,MEXX
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition2,E-Com Brands,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Second City,380054,Vastrapur,Vastrapur,426,Competition3,Mens  Formals,ALLEN SOLLY
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380063,Mem Nagar,Mem Nagar,348,Competition1,BTL Fashion & Active Sports,BLACKBERRYS
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition4,E-Com Brands,VAN HEUSEN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Satellite,Premchand Nagar,182,Competition1,Personal Accessories,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380015,Bodakdev,Bodakdev,293,Competition2,BTL Fashion & Active Sports,MEXX
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Nirant Park Society Part 2,149,Competition5,E-Com Brands,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Mem Nagar,Nilmani Society,147,Competition2,Personal Accessories,MEXX
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Satellite,Premchand Nagar,182,Competition1,BTL Fashion & Active Sports,BLACKBERRYS
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition2,Mens  Formals,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380051,Satellite,Premchand Nagar,182,Competition1,Mens  Formals,BLACKBERRYS
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Mem Nagar,Mem Nagar,348,Competition1,E-Com Brands,PIERRE CARDIN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Gurukul,Sunrise Park,254,Competition1,Personal Accessories,PIERRE CARDIN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Satellite,Premchand Nagar,182,Competition5,Personal Accessories,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380052,Mem Nagar,Sarathi Co-operative Housing Society,213,Competition5,BTL Fashion & Active Sports,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Mem Nagar,Sarathi Co-operative Housing Society,213,Competition2,E-Com Brands,ALLEN SOLLY
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380052,Mem Nagar,Nilmani Society,147,Competition1,E-Com Brands,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition3,E-Com Brands,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Gurukul,Sunrise Park,254,Competition5,E-Com Brands,PIERRE CARDIN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380052,Mem Nagar,Mem Nagar,348,Competition3,BTL Fashion & Active Sports,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Gurukul,Gurukul,315,Competition3,E-Com Brands,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Mem Nagar,Nilmani Society,147,Competition4,Personal Accessories,BLACKBERRYS
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380063,Mem Nagar,Vishram Nagar,277,Competition1,BTL Fashion & Active Sports,BLACKBERRYS
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition1,BTL Fashion & Active Sports,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380052,Mem Nagar,Mem Nagar,348,Competition1,Mens  Formals,BLACKBERRYS
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition3,Personal Accessories,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Nirant Park Society Part 1,148,Competition4,BTL Fashion & Active Sports,VAN HEUSEN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380052,Mem Nagar,Mem Nagar,348,Competition5,E-Com Brands,PIERRE CARDIN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition4,Personal Accessories,MEXX
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition2,Mens  Formals,BEING HUMAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition2,BTL Fashion & Active Sports,PIERRE CARDIN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition3,E-Com Brands,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380059,Ghatlodia,Shenbhai Nagar,239,Competition2,Personal Accessories,MEXX
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition5,BTL Fashion & Active Sports,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380061,Ghatlodia,Shenbhai Nagar,239,Competition3,Personal Accessories,MEXX
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition3,Personal Accessories,TITAN
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380063,Mem Nagar,Mem Nagar,348,Competition1,Personal Accessories,MEXX
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition5,Mens  Formals,BLACKBERRYS
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Competition5,Personal Accessories,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Competition3,Mens  Formals,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Thiru Vi Ka Kudiyiruppu,366,Competition3,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Thiru Vi Ka Kudiyiruppu,366,Competition4,Mens  Formals,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,Thyagaraya Nagar,982,Competition1,Mens  Formals,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,Thyagaraya Nagar,982,Competition2,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Competition5,Mens  Formals,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Subbarayan Nagar,367,Competition4,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,Drivers Colony,983,Competition4,E-Com Brands,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Competition2,Personal Accessories,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Subbarayan Nagar,367,Competition4,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Competition5,Personal Accessories,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Seethammal Extension,364,Competition4,BTL Fashion & Active Sports,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Sri Ram Nagar,78,Competition3,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Austin Nagar,79,Competition4,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition3,Mens  Formals,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Austin Nagar,79,Competition1,Personal Accessories,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition4,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition4,Mens  Formals,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition4,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Teynampet,Satya Murthy Nagar,361,Competition4,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600035,Alwarpet,Rathna Nagar,80,Competition2,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600035,Alwarpet,Rathna Nagar,80,Competition5,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition2,BTL Fashion & Active Sports,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600035,Nandanam,Nandanam Extension,1088,Competition5,BTL Fashion & Active Sports,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600035,Alwarpet,Rathna Nagar,80,Competition3,E-Com Brands,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition2,E-Com Brands,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Thideer Nagar,415,Competition1,BTL Fashion & Active Sports,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,Competition5,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,Competition3,BTL Fashion & Active Sports,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,Drivers Colony,983,Competition5,Mens  Formals,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,JJ Nagar,984,Competition3,Personal Accessories,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Competition3,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,JJ Nagar,984,Competition3,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Competition5,E-Com Brands,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Poes Garden,362,Competition1,E-Com Brands,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Competition4,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Poes Garden,362,Competition2,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Competition1,BTL Fashion & Active Sports,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Venus Colony,363,Competition2,BTL Fashion & Active Sports,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Venus Colony,363,Competition2,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Lubdhi Colony,371,Competition5,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Lubdhi Colony,371,Competition3,Mens  Formals,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Sriram Colony,667,Competition3,BTL Fashion & Active Sports,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,MIG Colony,77,Competition5,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Sriram Colony,667,Competition1,Mens  Formals,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Alwarpet,76,Competition1,E-Com Brands,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Competition5,BTL Fashion & Active Sports,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Demonte Colony,672,Competition2,Personal Accessories,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Alwarpet,76,Competition2,E-Com Brands,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,Competition5,Personal Accessories,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,Competition3,Personal Accessories,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Competition2,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Competition2,Personal Accessories,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Demonte Colony,672,Competition5,E-Com Brands,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Demonte Colony,672,Competition1,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Competition1,Personal Accessories,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,Competition3,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,Competition1,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Competition1,E-Com Brands,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Kesavaperumalpuram,409,Competition3,E-Com Brands,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Krisknapuri,411,Competition3,BTL Fashion & Active Sports,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Competition1,E-Com Brands,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Kesavaperumalpuram,409,Competition5,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,Competition1,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Competition2,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,Competition5,Mens  Formals,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Competition2,BTL Fashion & Active Sports,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Competition4,BTL Fashion & Active Sports,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,Competition1,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,Competition1,Personal Accessories,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Competition3,BTL Fashion & Active Sports,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Competition5,Mens  Formals,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Raja Annamalai Puram,405,Competition1,BTL Fashion & Active Sports,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Competition3,E-Com Brands,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Competition4,E-Com Brands,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,May Flower Garden,407,Competition5,BTL Fashion & Active Sports,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,Competition4,Mens  Formals,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,Competition3,Personal Accessories,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Competition5,Mens  Formals,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Competition5,BTL Fashion & Active Sports,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Krisknapuri,411,Competition2,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Competition3,E-Com Brands,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Bishop Garden,406,Competition2,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Kesavaperumalpuram,409,Competition1,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Krisknapuri,411,Competition4,Mens  Formals,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Bishop Garden,406,Competition5,Personal Accessories,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Kesavaperumalpuram,409,Competition2,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Competition5,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Competition3,Mens  Formals,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Competition4,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,Competition3,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition4,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Saradapuram,832,Competition2,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,Competition4,Mens  Formals,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Competition2,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Raja Annamalai Puram,405,Competition5,E-Com Brands,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Raja Annamalai Puram,405,Competition4,Personal Accessories,PIERRE CARDIN
