Date	Month	SaleVal	Surge	Price	Evening	Midday	Morning	Night	Day	Festival	TransactionFraction	Season	Week	WeekSales
23	October	-0.03	0	-0.09	1227	792	394	1288	Friday	0	0.002139685	1	4	0.2236
24	October	0.16	0	0.08	1175	1300	330	1210	Saturday	0	0.00232122	1	4	0.2236
25	October	0.58	1	0.01	2272	1901	974	1188	Sunday	0	0.003662498	1	4	0.218
26	October	-0.18	0	-0.03	1664	1111	467	2046	Monday	0	0.003057188	1	4	0.218
27	October	-0.23	1	-0.01	1443	923	443	1318	Tuesday	0	0.002385971	1	4	0.218
28	October	-0.08	0	-0.02	1227	933	427	1295	Wednesday	0	0.002244328	1	4	0.218
29	October	-0.07	0	-0.04	1264	876	454	1220	Thursday	0	0.002205014	1	4	0.218
30	October	-0.01	0	0.04	1124	720	345	1340	Friday	0	0.002040245	1	4	0.218
31	October	0.35	1	0.04	1755	1409	500	1019	Saturday	0	0.002707415	1	4	0.218
1	November	0.51	1	-0.03	2620	2194	835	1632	Sunday	1	0.004209415	1	1	0.2307
2	November	-0.2	0	0.01	2083	1294	701	1615	Monday	1	0.003291334	1	1	0.2307
3	November	-0.2	1	-0.03	1688	1141	650	1249	Tuesday	1	0.002733431	1	1	0.2307
4	November	-0.01	0	0.04	1553	842	486	1450	Wednesday	1	0.002503911	1	1	0.2307
5	November	-0.1	0	0.04	1270	906	645	983	Thursday	1	0.002199233	1	1	0.2307
6	November	-0.09	0	-0.07	1207	937	508	1165	Friday	1	0.002206749	1	1	0.2307
7	November	0.24	1	0.10	1345	1408	608	790	Saturday	1	0.002399846	1	1	0.2307
8	November	0.6	1	-0.05	2827	2110	750	1688	Sunday	1	0.00426376	1	2	0.2386
9	November	-0.25	1	-0.01	2013	1340	718	1429	Monday	1	0.003179753	1	2	0.2386
10	November	-0.16	0	-0.05	1807	1354	553	1185	Tuesday	1	0.002832293	1	2	0.2386
11	November	-0.11	0	0.05	1498	1001	417	1162	Wednesday	1	0.002357642	1	2	0.2386
12	November	0.02	0	0.03	1366	970	488	1071	Thursday	1	0.002251843	1	2	0.2386
13	November	0.02	0	-0.02	1441	972	447	1359	Friday	1	0.00243916	1	2	0.2386
14	November	0.22	1	0.05	1765	1456	649	987	Saturday	1	0.002808011	1	2	0.2386
15	November	0.42	1	-0.06	2854	2291	870	1526	Sunday	1	0.004359731	1	3	0.2359
16	November	-0.16	0	0.04	2114	1315	612	1704	Monday	1	0.003321397	1	3	0.2359
17	November	-0.3	1	-0.07	1483	1174	399	1389	Tuesday	1	0.002569819	1	3	0.2359
18	November	0.04	0	0.01	1636	793	347	1714	Wednesday	1	0.002595835	1	3	0.2359
19	November	-0.08	0	0.01	1467	867	563	1270	Thursday	1	0.002409097	1	3	0.2359
20	November	-0.09	0	0.05	1257	725	462	1171	Friday	1	0.002089965	1	3	0.2359
21	November	0.22	1	-0.02	1568	1431	476	1040	Saturday	1	0.002610288	1	3	0.2359
22	November	0.34	1	-0.01	2475	1634	572	1482	Sunday	1	0.003563058	1	4	0.2218
23	November	-0.24	1	-0.03	1877	1056	338	1577	Monday	1	0.002802808	1	4	0.2218
24	November	-0.1	0	0.02	1540	1067	388	1129	Tuesday	1	0.002384237	1	4	0.2218
25	November	0.34	1	-0.04	2118	1596	471	1774	Wednesday	1	0.003445118	1	4	0.2218
26	November	-0.05	0	0.03	1307	2824	1199	226	Thursday	1	0.003212129	1	4	0.2218
27	November	-0.47	1	0.02	980	787	243	814	Friday	1	0.001632659	1	4	0.2218
28	November	0.36	1	0.00	1347	1289	483	831	Saturday	1	0.002283641	1	4	0.2218
29	November	0.62	1	0.01	2815	1834	539	1228	Sunday	1	0.003709327	1	4	0.0729
30	November	-0.27	1	0.01	1817	841	412	1257	Monday	1	0.002501599	1	4	0.0729
1	December	0.05	0	-0.02	1706	1064	477	1475	Tuesday	1	0.002729963	1	1	0.0729
2	December	-0.07	0	0.04	1454	842	392	1546	Wednesday	1	0.002447832	1	1	0.0729
3	December	-0.11	0	-0.02	1246	907	402	1238	Thursday	1	0.002192873	1	1	0.0729
4	December	-0.04	0	0.01	1362	853	497	949	Friday	1	0.002116559	1	1	0.0729
5	December	0.17	0	0.03	1314	1470	515	1008	Saturday	1	0.002490036	1	1	0.0729
6	December	0.69	1	0.02	2830	1843	861	1538	Sunday	1	0.004088584	1	1	0.2321
7	December	-0.25	1	-0.05	2127	1214	573	1634	Monday	1	0.003207504	1	1	0.2321
8	December	-0.14	0	0.03	1584	1167	424	1493	Tuesday	1	0.002698743	1	2	0.2321
9	December	-0.15	0	-0.06	1546	879	448	1271	Wednesday	1	0.002395799	1	2	0.2321
10	December	0.02	0	0.04	1518	740	554	1174	Thursday	1	0.002304454	1	2	0.2321
11	December	-0.02	0	-0.03	1570	952	552	1143	Friday	1	0.002438003	1	2	0.2321
12	December	0.07	0	0.00	1579	1529	607	763	Saturday	1	0.002588897	1	2	0.2321
13	December	0.5	1	0.04	2691	1840	730	1360	Sunday	1	0.003827845	1	2	0.217
14	December	-0.19	0	-0.06	1871	1327	512	1789	Monday	1	0.003179175	1	2	0.217
15	December	-0.27	1	0.04	1593	901	262	1088	Tuesday	1	0.002222358	1	3	0.217
16	December	0.08	0	0.01	1476	879	430	1394	Wednesday	1	0.002416034	1	3	0.217
17	December	0	0	0.01	1695	837	414	1007	Thursday	1	0.002285375	1	3	0.217
18	December	-0.08	0	-0.06	1469	966	457	1260	Friday	1	0.002400425	1	3	0.217
19	December	0.07	0	0.02	1502	1332	512	853	Saturday	1	0.002427597	1	3	0.217
20	December	0.38	1	0.02	2328	1632	534	1377	Sunday	1	0.003394242	1	3	0.2377
21	December	-0.17	0	-0.01	1924	1075	402	1203	Monday	1	0.002661742	1	3	0.2377
22	December	-0.06	0	0.00	1592	1454	304	1165	Tuesday	1	0.002610288	1	4	0.2377
23	December	0.5	1	0.00	2158	2018	531	2031	Wednesday	1	0.003895487	1	4	0.2377
24	December	0.01	0	0.00	2336	2959	1014	628	Thursday	1	0.004010536	1	4	0.2377
25	December	-0.52	1	0.10	1325	1148	233	356	Friday	1	0.001770255	1	4	0.2377
26	December	0.16	0	-0.04	1536	1171	346	643	Saturday	1	0.002136794	1	4	0.2377
27	December	0.28	1	-0.06	2019	1638	215	1139	Sunday	1	0.002897044	1	4	0.2402
28	December	-0.15	0	-0.02	1940	1073	226	958	Monday	1	0.002426441	1	4	0.2402
29	December	0.06	0	0.01	1891	1093	199	1121	Tuesday	1	0.002488301	1	4	0.2402
30	December	0.28	1	0.01	1941	1402	264	2051	Wednesday	1	0.003271099	1	4	0.2402
31	December	0.22	1	0.00	2437	2514	736	1156	Thursday	1	0.003956191	1	4	0.2402
