State,District,Subdistrict,City,City_Regiotype,Pincode,Locality,Sublocality,Sublocality_ID,Building_Type
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Mem Nagar,Mem Nagar,348,Less than 5 years old
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Gurukul,Sunrise Park,254,Less than 5 years old
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Satellite,Premchand Nagar,182,More then 5 years old
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380052,Mem Nagar,Sarathi Co-operative Housing Society,213,Villas
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Mem Nagar,Sarathi Co-operative Housing Society,213,Villas
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380052,Mem Nagar,Nilmani Society,147,Private Constructed
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Less than 5 years old
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Gurukul,Sunrise Park,254,Apartment
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380052,Mem Nagar,Mem Nagar,348,Govt Constructed
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Gurukul,Gurukul,315,Apartment
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Mem Nagar,Nilmani Society,147,Villas
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380063,Mem Nagar,Vishram Nagar,277,Less than 5 years old
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Govt Constructed
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380052,Mem Nagar,Mem Nagar,348,Less than 5 years old
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Villas
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Nirant Park Society Part 1,148,Apartment
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380052,Mem Nagar,Mem Nagar,348,Govt Constructed
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Less than 5 years old
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Villas
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,More then 5 years old
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Less than 5 years old
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380059,Ghatlodia,Shenbhai Nagar,239,Villas
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Private Constructed
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380061,Ghatlodia,Shenbhai Nagar,239,Villas
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Apartment
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380063,Mem Nagar,Mem Nagar,348,Govt Constructed
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Villas
Gujarat,Ahmadabad,Ahmadabad City,Ahmadabad,Suburbs,380054,Thaltej,Someshwar Park III,245,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Thiru Vi Ka Kudiyiruppu,366,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Thiru Vi Ka Kudiyiruppu,366,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,Thyagaraya Nagar,982,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,Thyagaraya Nagar,982,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Subbarayan Nagar,367,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,Drivers Colony,983,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Subbarayan Nagar,367,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Seethammal Extension,364,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Sri Ram Nagar,78,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Austin Nagar,79,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Austin Nagar,79,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Teynampet,Satya Murthy Nagar,361,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600035,Alwarpet,Rathna Nagar,80,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600035,Alwarpet,Rathna Nagar,80,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600035,Nandanam,Nandanam Extension,1088,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600035,Alwarpet,Rathna Nagar,80,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Thideer Nagar,415,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,Drivers Colony,983,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,JJ Nagar,984,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600017,Thyagaraya Nagar,JJ Nagar,984,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Poes Garden,362,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Poes Garden,362,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Venus Colony,363,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Venus Colony,363,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Lubdhi Colony,371,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Lubdhi Colony,371,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Sriram Colony,667,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,MIG Colony,77,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Sriram Colony,667,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Alwarpet,76,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Demonte Colony,672,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Alwarpet,76,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Demonte Colony,672,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Demonte Colony,672,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Kesavaperumalpuram,409,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Krisknapuri,411,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Kesavaperumalpuram,409,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Raja Annamalai Puram,405,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,May Flower Garden,407,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Krisknapuri,411,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Bishop Garden,406,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Kesavaperumalpuram,409,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Krisknapuri,411,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Bishop Garden,406,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Kesavaperumalpuram,409,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Saradapuram,832,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Raja Annamalai Puram,405,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Raja Annamalai Puram,405,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Poes Garden,362,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Rostrevor Garden,368,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Poes Garden,362,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Rostrevor Garden,368,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Venus Colony,363,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Subbarayan Nagar,367,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Lubdhi Colony,371,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Lubdhi Colony,371,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,MIG Colony,77,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,MIG Colony,77,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Sri Ram Nagar,78,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Demonte Colony,672,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Sri Ram Nagar,78,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Demonte Colony,672,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Austin Nagar,79,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Thideer Nagar,415,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Thideer Nagar,415,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Sankarapuram,838,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Parthasarathypuram,365,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Parthasarathypuram,365,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Venus Colony,363,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Parthasarathypuram,365,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Lubdhi Colony,371,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Sriram Colony,667,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,CIT Colony,852,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Sriram Colony,667,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Sriram Colony,667,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Sriram Colony,667,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Quil Thoppu,848,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Santhome,725,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Block C,728,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Block L,727,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Thiru Vi Ka Kudiyiruppu,366,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Thiru Vi Ka Kudiyiruppu,366,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Rostrevor Garden,368,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Subbarayan Nagar,367,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Rostrevor Garden,368,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Subbarayan Nagar,367,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Seethammal Extension,364,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Seethammal Extension,364,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Sri Ram Nagar,78,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Sri Ram Nagar,78,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Austin Nagar,79,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Austin Nagar,79,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Thideer Nagar,415,Private Constructed
